"ModelName_short","Task_short","Dataset","Cancer","tissue","TaskCategory","TaskCategory_short","AUROC","AUROC_lower","AUROC_upper","AUPRC","AUPRC_lower","AUPRC_upper","Balanced_accuracy","Balanced_accuracy_lower","Balanced_accuracy_upper","Sensitivity","Sensitivity_lower","Sensitivity_upper","Specificity","Specificity_lower","Specificity_upper","binary_multi","Public","Slide_vs_patch_classification","Classes","ModelName","ModelCategory","ModelDomain","ModelArch","Parameters_in_million","TrainingData_patches_in_million","Slides_in_million"
"Prov-GigaPath","BACH","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis and Histologic Subtyping","Diagnostic",0.981704965359293,0.966819898272996,0.99248907712953,0.94739,0.9055,0.9791075,0.8992863,0.84438,0.9434,0.89928550931035,0.844340680227777,0.943416408668731,0.966457089468642,0.948359814849871,0.98311203043866,"multi-class","External_benchmarking_cohort","Patch","normal, benign, in situ carcinoma, and invasive carcinoma,","","Path-VM","Pathology","Vit-L",307,1300,0.171
"Virchow","BACH","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis and Histologic Subtyping","Diagnostic",0.960657896652339,0.937107431475666,0.979246339692009,0.909773,0.861145,0.9503075,0.7925425,0.7203825,0.861725,0.792541657792444,0.720396527948322,0.861688812711089,0.931018707281834,0.905993054644564,0.953465119669757,"multi-class","External_benchmarking_cohort","Patch","normal, benign, in situ carcinoma, and invasive carcinoma,","Virchow","Path-VM","Pathology","Vit-L",632,2000,1.5
"BEPH","BACH","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis and Histologic Subtyping","Diagnostic",0.605390940114794,0.550298508098074,0.665536225621032,0.37248,0.316695,0.43261,0.2585094,0.2024875,0.315515,0.258509019399357,0.202472583462733,0.315531096059113,0.752828791333279,0.734727604735378,0.773189033079799,"multi-class","External_benchmarking_cohort","Patch","normal, benign, in situ carcinoma, and invasive carcinoma,","BEPH","Path-VM","Pathology","Vit-B",85,11,0.012
"QuiltNet-B-16","BACH","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis and Histologic Subtyping","Diagnostic",0.836053222116803,0.794060391876444,0.87791378754689,0.6764858,0.60329,0.7497075,0.6158508,0.54059,0.695405,0.615850854779501,0.540547783123417,0.695436494972657,0.871983284465764,0.84378318798647,0.899778407387121,"multi-class","External_benchmarking_cohort","Patch","normal, benign, in situ carcinoma, and invasive carcinoma,","QuiltNet-B-16","Path-VLM","Natural Images","Vit-B",85,1,NA
"PLIP","BACH","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis and Histologic Subtyping","Diagnostic",0.900002383285218,0.869080280545483,0.926616643239348,0.7638802,0.7014875,0.817605,0.650482,0.5737675,0.724735,0.650481961880592,0.573766796235512,0.724779201214146,0.883646109805313,0.855384797103595,0.910467762798874,"multi-class","External_benchmarking_cohort","Patch","normal, benign, in situ carcinoma, and invasive carcinoma,","PLIP","Path-VLM","Pathology","Vit-B",85,0.2,NA
"BiomedCLIP","BACH","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis and Histologic Subtyping","Diagnostic",0.801774347303564,0.753911438875045,0.84683036519032,0.5937908,0.5225675,0.6709325,0.5012475,0.4267725,0.5827175,0.501246107711568,0.426740207373272,0.582688394681694,0.833979825350981,0.804639039539214,0.863930945969234,"multi-class","External_benchmarking_cohort","Patch","normal, benign, in situ carcinoma, and invasive carcinoma,","BiomedCLIP","Path-VLM","Pathology","Vit-B",85,15,NA
"mizero bioclinicalbert","BACH","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis and Histologic Subtyping","Diagnostic",0.59372745355121,0.519715684502647,0.663882067318749,0.4130577,0.3440925,0.4824225,0.2587572,0.201295,0.3139125,0.258755892242647,0.201323089067944,0.313906499410915,0.7528495014386,0.734881387035015,0.772091160377366,"multi-class","External_benchmarking_cohort","Patch","normal, benign, in situ carcinoma, and invasive carcinoma,","mizero_bioclinicalbert","Path-VLM","Pathology","Vit-S",21,0.03,NA
"mizero pubmedbert","BACH","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis and Histologic Subtyping","Diagnostic",0.59593637003181,0.533238520276498,0.660834377037733,0.3942451,0.33669,0.4563075,0.3756393,0.3166825,0.434345,0.375637854576452,0.316684700507637,0.434343667383528,0.79162547591666,0.770189565610991,0.814367836304455,"multi-class","External_benchmarking_cohort","Patch","normal, benign, in situ carcinoma, and invasive carcinoma,","mizero_pubmedbert","Path-VLM","Pathology","Vit-S",21,0.03,NA
"CONCH","BACH","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis and Histologic Subtyping","Diagnostic",0.826144932741498,0.779672043375193,0.874014296932596,0.669095,0.61319,0.73143,0.4412646,0.351395,0.52495,0.441264551806035,0.3513721374112,0.52495377161179,0.813725462025877,0.782071701137991,0.84601508163132,"multi-class","External_benchmarking_cohort","Patch","normal, benign, in situ carcinoma, and invasive carcinoma,","CONCH","Path-VLM","Pathology","Vit-B",85,1.2,NA
"Dinov2","BACH","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis and Histologic Subtyping","Diagnostic",0.866523356014671,0.824402894976954,0.908628499607094,0.734607,0.6735775,0.801905,0.5509202,0.5036775,0.60082,0.550920693939006,0.503644126479993,0.600818747823058,0.850583291854544,0.824826619152367,0.876333264303458,"multi-class","External_benchmarking_cohort","Patch","normal, benign, in situ carcinoma, and invasive carcinoma,","DINOv2","VM","Natural Images","Vit-L",300,142,NA
"beit3-L16","BACH","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis and Histologic Subtyping","Diagnostic",0.591255267389213,0.530851159690682,0.650857235231452,0.3644667,0.310995,0.4234025,0.3500464,0.290095,0.4071125,0.350046294830327,0.290057229788467,0.407064924568965,0.783267357898324,0.760531259871518,0.805893394175181,"multi-class","External_benchmarking_cohort","Patch","normal, benign, in situ carcinoma, and invasive carcinoma,","beit3-L16","VLM","Natural Images","Vit-L",746,14,NA
"Blip-B16-14M","BACH","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis and Histologic Subtyping","Diagnostic",0.578927382557905,0.513673781074673,0.642029854566981,0.3602506,0.30448,0.4235225,0.2744199,0.2225925,0.327405,0.274419179334586,0.22260231544771,0.327445154671717,0.75822474829801,0.741233445624032,0.77590132071239,"multi-class","External_benchmarking_cohort","Patch","normal, benign, in situ carcinoma, and invasive carcinoma,","Blip-B16-14M","VLM","Natural Images","Vit-B",85,14,NA
"Align-base","BACH","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis and Histologic Subtyping","Diagnostic",0.540385394839858,0.4763009551698,0.604326683303261,0.2995277,0.255895,0.3546025,0.2740238,0.202175,0.3561425,0.274023590302193,0.202133758463604,0.356170177832288,0.7578063174537,0.734291328660685,0.784570807205895,"multi-class","External_benchmarking_cohort","Patch","normal, benign, in situ carcinoma, and invasive carcinoma,","Align-base","VLM","Natural Images","Vit-B",85,1800,NA
"Clip-B16","BACH","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis and Histologic Subtyping","Diagnostic",0.768355617243705,0.722499676463137,0.813476803512246,0.5636147,0.504975,0.622505,0.4563934,0.3927625,0.528425,0.456393599589253,0.39271772682333,0.52838205963484,0.818511532643996,0.789572309292145,0.846674247569877,"multi-class","External_benchmarking_cohort","Patch","normal, benign, in situ carcinoma, and invasive carcinoma,","Clip-B16","VLM","Natural Images","Vit-B",115,400,NA
"cTranspath","BRACS","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis and Histologic Subtyping","Diagnostic",0.60734983085124,0.571475880551575,0.645933118542073,0.2322259,0.2052,0.2620125,0.2071695,0.1718975,0.2449025,0.207168410500505,0.171874375964564,0.244897855970213,0.868077282163275,0.862089082893448,0.874731705639686,"multi-class","External_benchmarking_cohort","Patch","The seven classes classified included normal tissue (N), pathological benign (PB), usual ductal hyperplasia (UDH), flat epithelial atypia (FEA), atypical ductal hyperplasia (ADH), ductal carcinoma in situ (DCIS), and invasive carcinoma (IC)","cTranspath","Path-VM","Pathology","Vit-S",21,15,0.032
"Hibou","BRACS","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis and Histologic Subtyping","Diagnostic",0.9278514905482,0.912331383914585,0.943024310434728,0.7149802,0.6697975,0.7629125,0.681431,0.6425975,0.7224025,0.681430748628067,0.64260998550621,0.722397941053251,0.947748402085117,0.939411641728618,0.956617061885398,"multi-class","External_benchmarking_cohort","Patch","The seven classes classified included normal tissue (N), pathological benign (PB), usual ductal hyperplasia (UDH), flat epithelial atypia (FEA), atypical ductal hyperplasia (ADH), ductal carcinoma in situ (DCIS), and invasive carcinoma (IC)","Hibou","Path-VM","Pathology","Vit-B",85,1200,1
"H-optimus-0","BRACS","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis and Histologic Subtyping","Diagnostic",0.911374142580272,0.893213868656798,0.928895889684155,0.6744303,0.6288975,0.71902,0.5958076,0.5492975,0.640225,0.595807993663786,0.549294030311153,0.640251476104752,0.932955940566887,0.923507131065837,0.94222048486524,"multi-class","External_benchmarking_cohort","Patch","The seven classes classified included normal tissue (N), pathological benign (PB), usual ductal hyperplasia (UDH), flat epithelial atypia (FEA), atypical ductal hyperplasia (ADH), ductal carcinoma in situ (DCIS), and invasive carcinoma (IC)","H-optimus-0","Path-VM","Pathology","Vit-L",1100,NA,0.5
"GPFM","BRACS","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis and Histologic Subtyping","Diagnostic",0.661172682681172,0.624590745011655,0.697145281663344,0.2828683,0.24669,0.3236,0.2320598,0.1943975,0.2696025,0.232060125012066,0.194360251433764,0.269621361653126,0.872390101810644,0.865684956115826,0.878701922602048,"multi-class","External_benchmarking_cohort","Patch","The seven classes classified included normal tissue (N), pathological benign (PB), usual ductal hyperplasia (UDH), flat epithelial atypia (FEA), atypical ductal hyperplasia (ADH), ductal carcinoma in situ (DCIS), and invasive carcinoma (IC)","GPFM","Path-VM","Pathology","Vit-L",307,190,0.086
"UNI2","BRACS","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis and Histologic Subtyping","Diagnostic",0.91287793378905,0.894054110597808,0.929464515184915,0.670647,0.6228975,0.7205075,0.6050716,0.5624925,0.645905,0.605070859502233,0.562490202053852,0.645883839306474,0.934610245393534,0.925538222548208,0.943169018053881,"multi-class","External_benchmarking_cohort","Patch","The seven classes classified included normal tissue (N), pathological benign (PB), usual ductal hyperplasia (UDH), flat epithelial atypia (FEA), atypical ductal hyperplasia (ADH), ductal carcinoma in situ (DCIS), and invasive carcinoma (IC)","UNI2","Path-VM","Pathology","Vit-L",632,200,0.35
"Phikon-v2","BRACS","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis and Histologic Subtyping","Diagnostic",0.86032548968321,0.838508762506623,0.882152631336984,0.5810376,0.5324975,0.6275075,0.47775,0.4341,0.5195075,0.477749452134854,0.4341091514017,0.519491122965557,0.913246365103575,0.90399938696175,0.921751280646441,"multi-class","External_benchmarking_cohort","Patch","The seven classes classified included normal tissue (N), pathological benign (PB), usual ductal hyperplasia (UDH), flat epithelial atypia (FEA), atypical ductal hyperplasia (ADH), ductal carcinoma in situ (DCIS), and invasive carcinoma (IC)","Phikon-v2","Path-VM","Pathology","Vit-L",NA,460,0.05
"Virchow2","BRACS","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis and Histologic Subtyping","Diagnostic",0.939129672145615,0.924527632888771,0.951515408131123,0.7316533,0.6839975,0.7784,0.6513926,0.6093925,0.6894,0.651393365917478,0.609378295037328,0.689363093642835,0.94293022476163,0.934421027434145,0.951175484866867,"multi-class","External_benchmarking_cohort","Patch","The seven classes classified included normal tissue (N), pathological benign (PB), usual ductal hyperplasia (UDH), flat epithelial atypia (FEA), atypical ductal hyperplasia (ADH), ductal carcinoma in situ (DCIS), and invasive carcinoma (IC)","Virchow2","Path-VM","Pathology","Vit-L",632,NA,3.1
"TITAN","BRACS","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis and Histologic Subtyping","Diagnostic",0.895477946447813,0.8752353152409,0.913257607339847,0.6333209,0.5856975,0.68021,0.6004367,0.5544825,0.6454025,0.600436727390638,0.554513105785802,0.645378499446081,0.933841556803774,0.924248932426259,0.94310478361421,"multi-class","External_benchmarking_cohort","Patch","The seven classes classified included normal tissue (N), pathological benign (PB), usual ductal hyperplasia (UDH), flat epithelial atypia (FEA), atypical ductal hyperplasia (ADH), ductal carcinoma in situ (DCIS), and invasive carcinoma (IC)","TITAN","Path-VLM","Pathology","Vit-B",85,NA,0.33
"UNI","BRACS","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis and Histologic Subtyping","Diagnostic",0.930954602393309,0.91447645257799,0.946407446361,0.7260557,0.674065,0.7766025,0.6461744,0.5992,0.6898,0.646176743038225,0.599183079191446,0.689772676363339,0.941744990149734,0.932461542002418,0.950406557091387,"multi-class","External_benchmarking_cohort","Patch","The seven classes classified included normal tissue (N), pathological benign (PB), usual ductal hyperplasia (UDH), flat epithelial atypia (FEA), atypical ductal hyperplasia (ADH), ductal carcinoma in situ (DCIS), and invasive carcinoma (IC)","UNI","Path-VM","Pathology","Vit-L",300,100,0.1
"Prov-GigaPath","BRACS","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis and Histologic Subtyping","Diagnostic",0.937028584928285,0.922325825019541,0.950100565303399,0.7382227,0.6914825,0.7843025,0.6483468,0.6044925,0.6884,0.648346253056593,0.604489488241836,0.688362348896934,0.941930561685601,0.933185003037829,0.950483513053796,"multi-class","External_benchmarking_cohort","Patch","The seven classes classified included normal tissue (N), pathological benign (PB), usual ductal hyperplasia (UDH), flat epithelial atypia (FEA), atypical ductal hyperplasia (ADH), ductal carcinoma in situ (DCIS), and invasive carcinoma (IC)","","Path-VM","Pathology","Vit-L",307,1300,0.171
"Virchow","BRACS","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis and Histologic Subtyping","Diagnostic",0.910934498428751,0.892562865594084,0.927713599228156,0.6768127,0.6297975,0.721605,0.6390304,0.59449,0.682605,0.639030502757884,0.594507268007947,0.68257992196658,0.940292290346197,0.931869271812603,0.949071337768451,"multi-class","External_benchmarking_cohort","Patch","The seven classes classified included normal tissue (N), pathological benign (PB), usual ductal hyperplasia (UDH), flat epithelial atypia (FEA), atypical ductal hyperplasia (ADH), ductal carcinoma in situ (DCIS), and invasive carcinoma (IC)","Virchow","Path-VM","Pathology","Vit-L",632,2000,1.5
"BEPH","BRACS","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis and Histologic Subtyping","Diagnostic",0.422979153456782,0.390028946780927,0.455876237197369,0.1460058,0.1293,0.1662025,0.110828,0.084195,0.1396075,0.110828180388562,0.0841973122582366,0.139618366569446,0.851847968233818,0.847642222603742,0.856377299200906,"multi-class","External_benchmarking_cohort","Patch","The seven classes classified included normal tissue (N), pathological benign (PB), usual ductal hyperplasia (UDH), flat epithelial atypia (FEA), atypical ductal hyperplasia (ADH), ductal carcinoma in situ (DCIS), and invasive carcinoma (IC)","BEPH","Path-VM","Pathology","Vit-B",85,11,0.012
"QuiltNet-B-16","BRACS","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis and Histologic Subtyping","Diagnostic",0.848719602564058,0.824991604171612,0.870741329692285,0.5493512,0.508775,0.5924,0.4736832,0.4439875,0.5042,0.473682832121303,0.443973737281502,0.504190036009865,0.9121394017645,0.903991084608773,0.919935476866378,"multi-class","External_benchmarking_cohort","Patch","The seven classes classified included normal tissue (N), pathological benign (PB), usual ductal hyperplasia (UDH), flat epithelial atypia (FEA), atypical ductal hyperplasia (ADH), ductal carcinoma in situ (DCIS), and invasive carcinoma (IC)","QuiltNet-B-16","Path-VLM","Natural Images","Vit-B",85,1,NA
"PLIP","BRACS","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis and Histologic Subtyping","Diagnostic",0.861361529185005,0.839420888897712,0.882688117220608,0.5639237,0.5143975,0.612705,0.458178,0.4202925,0.4948125,0.458178617944788,0.420297389276047,0.49477773312353,0.909854536924112,0.901616976105187,0.917961086939633,"multi-class","External_benchmarking_cohort","Patch","The seven classes classified included normal tissue (N), pathological benign (PB), usual ductal hyperplasia (UDH), flat epithelial atypia (FEA), atypical ductal hyperplasia (ADH), ductal carcinoma in situ (DCIS), and invasive carcinoma (IC)","PLIP","Path-VLM","Pathology","Vit-B",85,0.2,NA
"BiomedCLIP","BRACS","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis and Histologic Subtyping","Diagnostic",0.776656214681234,0.74909595663019,0.805331740239922,0.4395929,0.4037925,0.48071,0.3638374,0.3277975,0.39911,0.363835476104035,0.327834810119777,0.399065177081708,0.894024519799225,0.88536241972703,0.902469382999208,"multi-class","External_benchmarking_cohort","Patch","The seven classes classified included normal tissue (N), pathological benign (PB), usual ductal hyperplasia (UDH), flat epithelial atypia (FEA), atypical ductal hyperplasia (ADH), ductal carcinoma in situ (DCIS), and invasive carcinoma (IC)","BiomedCLIP","Path-VLM","Pathology","Vit-B",85,15,NA
"mizero bioclinicalbert","BRACS","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis and Histologic Subtyping","Diagnostic",0.614582121721149,0.578066173040001,0.650025253673446,0.2380384,0.2093775,0.2683075,0.2002839,0.1609,0.2392,0.200283869282115,0.160917551401437,0.239208129150316,0.866799619262797,0.860405072233173,0.873540914739583,"multi-class","External_benchmarking_cohort","Patch","The seven classes classified included normal tissue (N), pathological benign (PB), usual ductal hyperplasia (UDH), flat epithelial atypia (FEA), atypical ductal hyperplasia (ADH), ductal carcinoma in situ (DCIS), and invasive carcinoma (IC)","mizero_bioclinicalbert","Path-VLM","Pathology","Vit-S",21,0.03,NA
"mizero pubmedbert","BRACS","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis and Histologic Subtyping","Diagnostic",0.571624697137661,0.537578420390056,0.607192826350048,0.2172283,0.1931,0.2413025,0.1708419,0.139695,0.2033025,0.17084304894888,0.139663715827865,0.203256668169667,0.862020376328151,0.857053925318482,0.86733178933598,"multi-class","External_benchmarking_cohort","Patch","The seven classes classified included normal tissue (N), pathological benign (PB), usual ductal hyperplasia (UDH), flat epithelial atypia (FEA), atypical ductal hyperplasia (ADH), ductal carcinoma in situ (DCIS), and invasive carcinoma (IC)","mizero_pubmedbert","Path-VLM","Pathology","Vit-S",21,0.03,NA
"CONCH","BRACS","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis and Histologic Subtyping","Diagnostic",0.826378415126675,0.807336447003349,0.846171000208949,0.536618,0.5051825,0.5699075,0.377196,0.347995,0.406505,0.377195869502109,0.348001308938809,0.406548463541261,0.894974466590846,0.887894033470488,0.9022377696796,"multi-class","External_benchmarking_cohort","Patch","The seven classes classified included normal tissue (N), pathological benign (PB), usual ductal hyperplasia (UDH), flat epithelial atypia (FEA), atypical ductal hyperplasia (ADH), ductal carcinoma in situ (DCIS), and invasive carcinoma (IC)","CONCH","Path-VLM","Pathology","Vit-B",85,1.2,NA
"Dinov2","BRACS","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis and Histologic Subtyping","Diagnostic",0.852814193447199,0.829936478914245,0.874310293964157,0.5555272,0.5120875,0.60281,0.4568517,0.4172925,0.493905,0.456853220104867,0.417317285435756,0.493877722829854,0.908819782652796,0.900171288938778,0.917976224978306,"multi-class","External_benchmarking_cohort","Patch","The seven classes classified included normal tissue (N), pathological benign (PB), usual ductal hyperplasia (UDH), flat epithelial atypia (FEA), atypical ductal hyperplasia (ADH), ductal carcinoma in situ (DCIS), and invasive carcinoma (IC)","DINOv2","VM","Natural Images","Vit-L",300,142,NA
"beit3-L16","BRACS","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis and Histologic Subtyping","Diagnostic",0.681691928692358,0.646908062060242,0.71495198224073,0.2968921,0.2611,0.331505,0.2487762,0.213695,0.287,0.248776611134859,0.213691220012172,0.286978521560719,0.875210801692458,0.868424572348672,0.882413783632926,"multi-class","External_benchmarking_cohort","Patch","The seven classes classified included normal tissue (N), pathological benign (PB), usual ductal hyperplasia (UDH), flat epithelial atypia (FEA), atypical ductal hyperplasia (ADH), ductal carcinoma in situ (DCIS), and invasive carcinoma (IC)","beit3-L16","VLM","Natural Images","Vit-L",746,14,NA
"Blip-B16-14M","BRACS","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis and Histologic Subtyping","Diagnostic",0.619599505465315,0.581748423936681,0.657159191774758,0.2385091,0.2074975,0.2691075,0.2035536,0.1679,0.2406025,0.203552531747564,0.167912804745226,0.240567946769019,0.867429031903027,0.861151548110127,0.873819050801009,"multi-class","External_benchmarking_cohort","Patch","The seven classes classified included normal tissue (N), pathological benign (PB), usual ductal hyperplasia (UDH), flat epithelial atypia (FEA), atypical ductal hyperplasia (ADH), ductal carcinoma in situ (DCIS), and invasive carcinoma (IC)","Blip-B16-14M","VLM","Natural Images","Vit-B",85,14,NA
"Align-base","BRACS","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis and Histologic Subtyping","Diagnostic",0.511726980395795,0.482250500766975,0.542859438771397,0.168542739726027,0.15122,0.18979,0.15563698630137,0.11537,0.19686,0.155638418439767,0.115339017110786,0.196825197853197,0.859453013643032,0.853275992730606,0.866404034963092,"multi-class","External_benchmarking_cohort","Patch","The seven classes classified included normal tissue (N), pathological benign (PB), usual ductal hyperplasia (UDH), flat epithelial atypia (FEA), atypical ductal hyperplasia (ADH), ductal carcinoma in situ (DCIS), and invasive carcinoma (IC)","Align-base","VLM","Natural Images","Vit-B",85,1800,NA
"Clip-B16","BRACS","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis and Histologic Subtyping","Diagnostic",0.780852611689407,0.752849490195304,0.810335219803813,0.4459279,0.4076875,0.484805,0.373553,0.3370925,0.408215,0.373551116330639,0.337130041752473,0.408237066635934,0.895833708331267,0.887604920161989,0.904048891978036,"multi-class","External_benchmarking_cohort","Patch","The seven classes classified included normal tissue (N), pathological benign (PB), usual ductal hyperplasia (UDH), flat epithelial atypia (FEA), atypical ductal hyperplasia (ADH), ductal carcinoma in situ (DCIS), and invasive carcinoma (IC)","Clip-B16","VLM","Natural Images","Vit-B",115,400,NA
"cTranspath","BreakHis","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis ","Diagnostic ",0.869494690116146,0.856065209864936,0.882899469666027,0.918417159814373,0.907356215285197,0.929291777023059,0.736634,0.719695,0.7512025,0.978940288220299,0.972178112386687,0.984890385184006,0.494328467839351,0.460945425361156,0.522684140934899,"multi-class","External_benchmarking_cohort","Patch","Êbenign from malignant breast tumor tissue","cTranspath","Path-VM","Pathology","Vit-S",21,15,0.032
"Hibou","BreakHis","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis ","Diagnostic ",0.951296732726185,0.944015345639216,0.958142201288764,0.973021671512242,0.968199729091958,0.977355484075936,0.852939,0.8382975,0.86651,0.940458457000653,0.930036554898274,0.951059280263846,0.765419943431992,0.739442331473742,0.790913591359136,"multi-class","External_benchmarking_cohort","Patch","Êbenign from malignant breast tumor tissue","Hibou","Path-VM","Pathology","Vit-B",85,1200,1
"H-optimus-0","BreakHis","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis ","Diagnostic ",0.973678959152207,0.96888949918232,0.978308516680961,0.986128764254659,0.983302951376444,0.988784948990534,0.8999894,0.888,0.912205,0.959710827906211,0.950783783935367,0.96856501902785,0.840270211436358,0.817983145009416,0.863169230582288,"multi-class","External_benchmarking_cohort","Patch","Êbenign from malignant breast tumor tissue","H-optimus-0","Path-VM","Pathology","Vit-L",1100,NA,0.5
"GPFM","BreakHis","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis ","Diagnostic ",0.868803845899825,0.855329607967553,0.883739787346138,0.917651529617333,0.906839946542047,0.929118563875421,0.777917,0.7606,0.7941075,0.905921728458102,0.892833822340057,0.919572123134746,0.6499145109917,0.617559512674773,0.678782074179913,"multi-class","External_benchmarking_cohort","Patch","Êbenign from malignant breast tumor tissue","GPFM","Path-VM","Pathology","Vit-L",307,190,0.086
"UNI2","BreakHis","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis ","Diagnostic ",0.977197368419308,0.973385903479888,0.981128289162678,0.988212720935465,0.98598149067471,0.99055213854564,0.9070929,0.8954925,0.91861,0.953054327628688,0.943265985482773,0.961662514776553,0.861131178407637,0.839260310676678,0.881953580265442,"multi-class","External_benchmarking_cohort","Patch","Êbenign from malignant breast tumor tissue","UNI2","Path-VM","Pathology","Vit-L",632,200,0.35
"Phikon-v2","BreakHis","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis ","Diagnostic ",0.957410560532133,0.950436843218052,0.96432732970175,0.976598702785958,0.971645275639211,0.981011633387314,0.8686422,0.8554975,0.8821,0.93788277684494,0.927268261727931,0.948040051821765,0.799400207425125,0.77449733786387,0.823655269967438,"multi-class","External_benchmarking_cohort","Patch","Êbenign from malignant breast tumor tissue","Phikon-v2","Path-VM","Pathology","Vit-L",NA,460,0.05
"Virchow2","BreakHis","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis ","Diagnostic ",0.983552644931696,0.979979296932964,0.986608215072993,0.991425466877454,0.989314399983628,0.993208369738524,0.9269118,0.9164975,0.9372025,0.955602142920331,0.946428106882711,0.964662447257384,0.898220622013008,0.880804644073875,0.915986286877154,"multi-class","External_benchmarking_cohort","Patch","Êbenign from malignant breast tumor tissue","Virchow2","Path-VM","Pathology","Vit-L",632,NA,3.1
"TITAN","BreakHis","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis ","Diagnostic ",0.90769552248952,0.896369464350747,0.918250841360131,0.946677483951672,0.938397813287886,0.954505718892234,0.8132389,0.7977975,0.8281025,0.890038827381523,0.875996727474677,0.903726726967214,0.736440237577883,0.707642472219015,0.762514382735772,"multi-class","External_benchmarking_cohort","Patch","Êbenign from malignant breast tumor tissue","TITAN","Path-VLM","Pathology","Vit-B",85,NA,0.33
"UNI","BreakHis","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis ","Diagnostic ",0.974014056820592,0.969315128392562,0.978435756029746,0.985657321632701,0.982310657012399,0.988891918968256,0.9039526,0.8922975,0.915205,0.952871279336787,0.943173412240065,0.962145320602934,0.855034244649622,0.833165377181814,0.876604789689899,"multi-class","External_benchmarking_cohort","Patch","Êbenign from malignant breast tumor tissue","UNI","Path-VM","Pathology","Vit-L",300,100,0.1
"Prov-GigaPath","BreakHis","External_benchmarking_cohort","BRCA","breast","Diagnostic: Primary Diagnosis ","Diagnostic ",0.966174839418306,0.960565270818042,0.971229941709665,0.982618727972208,0.979516146053318,0.985541275478644,0.8852811,0.8731,0.8972025,0.932987568213027,0.921312840467579,0.943225467899517,0.837572302579012,0.816408163265306,0.859106508710715,"multi-class","External_benchmarking_cohort","Patch","Êbenign from malignant breast tumor tissue","","Path-VM","Pathology","Vit-L",307,1300,0.171
