Task_short,Dataset,ModelName,ModelName_short,ModelCategory,ModelDomain,ModelArch,balanced_accuracy,F1_score,Precision,Recall,Cancer,Slide_vs_patch_classification,binary_multi,tissue,average_performance
MHIST,External_benchmarking_cohort,Align-base,Align-base,vision_language,Natural Images,Vit-B,0.56,0.45,0.39,0.56,COAD,Patch,binary,colon,0.49
MHIST,External_benchmarking_cohort,cTranspath,cTranspath,pathology,Pathology,Vit-S,0.63,0.63,0.64,0.63,COAD,Patch,binary,colon,0.63
MHIST,External_benchmarking_cohort,beit3-L16,beit3-L16,vision_language,Natural Images,Vit-L,0.63,0.63,0.64,0.63,COAD,Patch,binary,colon,0.63
MHIST,External_benchmarking_cohort,QuiltNet-B-16,QuiltNet-B-16,pathology_language,Natural Images,Vit-B,0.63,0.63,0.64,0.63,COAD,Patch,binary,colon,0.63
MHIST,External_benchmarking_cohort,BEPH,BEPH,pathology,Pathology,Vit-B,0.63,0.63,0.64,0.63,COAD,Patch,binary,colon,0.63
MHIST,External_benchmarking_cohort,PLIP,PLIP,pathology_language,Pathology,Vit-B,0.63,0.63,0.63,0.63,COAD,Patch,binary,colon,0.63
MHIST,External_benchmarking_cohort,Virchow2,Virchow2,pathology,Pathology,Vit-L,0.87,0.82,0.77,0.87,COAD,Patch,binary,colon,0.83
MHIST,External_benchmarking_cohort,Virchow,Virchow,pathology,Pathology,Vit-L,0.8,0.72,0.68,0.8,COAD,Patch,binary,colon,0.75
MHIST,External_benchmarking_cohort,Prov-GigaPath,Prov-GigaPath,pathology,Pathology,Vit-L,0.82,0.75,0.7,0.82,COAD,Patch,binary,colon,0.77
MHIST,External_benchmarking_cohort,mizero_pubmedbert,mizero pubmedbert,pathology_language,Pathology,Vit-S,0.63,0.63,0.64,0.63,COAD,Patch,binary,colon,0.63
MHIST,External_benchmarking_cohort,mizero_bioclinicalbert,mizero bioclinicalbert,pathology_language,Pathology,Vit-S,0.63,0.63,0.64,0.63,COAD,Patch,binary,colon,0.63
MHIST,External_benchmarking_cohort,TITAN,TITAN,pathology_language,Pathology,Vit-B,0.76,0.68,0.64,0.76,COAD,Patch,binary,colon,0.71
MHIST,External_benchmarking_cohort,UNI,UNI,pathology,Pathology,Vit-L,0.8,0.72,0.67,0.8,COAD,Patch,binary,colon,0.75
MHIST,External_benchmarking_cohort,UNI2,UNI2,pathology,Pathology,Vit-L,0.8,0.73,0.69,0.8,COAD,Patch,binary,colon,0.75
MHIST,External_benchmarking_cohort,DINOv2,Dinov2,vision,Natural Images,Vit-L,0.84,0.78,0.73,0.84,COAD,Patch,binary,colon,0.8
MHIST,External_benchmarking_cohort,Hibou,Hibou,pathology,Pathology,Vit-B,0.81,0.74,0.68,0.81,COAD,Patch,binary,colon,0.76
MHIST,External_benchmarking_cohort,BiomedCLIP,BiomedCLIP,pathology_language,Pathology,Vit-B,0.63,0.63,0.64,0.63,COAD,Patch,binary,colon,0.63
MHIST,External_benchmarking_cohort,CONCH,CONCH,pathology_language,Pathology,Vit-B,0.63,0.63,0.64,0.63,COAD,Patch,binary,colon,0.63
BreakHis,External_benchmarking_cohort,Clip-B16,Clip-B16,vision_language,Natural Images,Vit-B,0.73,0.69,0.68,0.73,BRCA,Patch,multi-class,breast,0.71
BreakHis,External_benchmarking_cohort,Phikon-v2,Phikon-v2,pathology,Pathology,Vit-L,0.89,0.86,0.84,0.89,BRCA,Patch,multi-class,breast,0.87
BreakHis,External_benchmarking_cohort,Blip-B16-14M,Blip-B16-14M,vision_language,Natural Images,Vit-B,0.82,0.78,0.76,0.82,BRCA,Patch,multi-class,breast,0.8
BreakHis,External_benchmarking_cohort,H-optimus-0,H-optimus-0,pathology,Pathology,Vit-L,0.92,0.89,0.87,0.92,BRCA,Patch,multi-class,breast,0.9
BreakHis,External_benchmarking_cohort,GPFM,GPFM,pathology,Pathology,Vit-L,0.82,0.78,0.76,0.82,BRCA,Patch,multi-class,breast,0.8
BreakHis,External_benchmarking_cohort,Align-base,Align-base,vision_language,Natural Images,Vit-B,0.59,0.46,0.4,0.59,BRCA,Patch,multi-class,breast,0.51
BreakHis,External_benchmarking_cohort,cTranspath,cTranspath,pathology,Pathology,Vit-S,0.81,0.78,0.76,0.81,BRCA,Patch,multi-class,breast,0.79
BreakHis,External_benchmarking_cohort,beit3-L16,beit3-L16,vision_language,Natural Images,Vit-L,0.82,0.78,0.77,0.82,BRCA,Patch,multi-class,breast,0.8
BreakHis,External_benchmarking_cohort,QuiltNet-B-16,QuiltNet-B-16,pathology_language,Natural Images,Vit-B,0.76,0.7,0.66,0.76,BRCA,Patch,multi-class,breast,0.72
BreakHis,External_benchmarking_cohort,BEPH,BEPH,pathology,Pathology,Vit-B,0.82,0.79,0.77,0.82,BRCA,Patch,multi-class,breast,0.8
BreakHis,External_benchmarking_cohort,PLIP,PLIP,pathology_language,Pathology,Vit-B,0.84,0.8,0.77,0.84,BRCA,Patch,multi-class,breast,0.81
BreakHis,External_benchmarking_cohort,Virchow2,Virchow2,pathology,Pathology,Vit-L,0.94,0.91,0.9,0.94,BRCA,Patch,multi-class,breast,0.92
BreakHis,External_benchmarking_cohort,Virchow,Virchow,pathology,Pathology,Vit-L,0.9,0.87,0.85,0.9,BRCA,Patch,multi-class,breast,0.88
BreakHis,External_benchmarking_cohort,Prov-GigaPath,Prov-GigaPath,pathology,Pathology,Vit-L,0.9,0.87,0.85,0.9,BRCA,Patch,multi-class,breast,0.88
BreakHis,External_benchmarking_cohort,mizero_pubmedbert,mizero pubmedbert,pathology_language,Pathology,Vit-S,0.82,0.78,0.76,0.82,BRCA,Patch,multi-class,breast,0.8
BreakHis,External_benchmarking_cohort,mizero_bioclinicalbert,mizero bioclinicalbert,pathology_language,Pathology,Vit-S,0.81,0.78,0.76,0.81,BRCA,Patch,multi-class,breast,0.79
BreakHis,External_benchmarking_cohort,TITAN,TITAN,pathology_language,Pathology,Vit-B,0.84,0.78,0.75,0.84,BRCA,Patch,multi-class,breast,0.8
BreakHis,External_benchmarking_cohort,UNI,UNI,pathology,Pathology,Vit-L,0.92,0.89,0.88,0.92,BRCA,Patch,multi-class,breast,0.9
BreakHis,External_benchmarking_cohort,UNI2,UNI2,pathology,Pathology,Vit-L,0.92,0.9,0.88,0.92,BRCA,Patch,multi-class,breast,0.9
BreakHis,External_benchmarking_cohort,DINOv2,Dinov2,vision,Natural Images,Vit-L,0.79,0.74,0.71,0.79,BRCA,Patch,multi-class,breast,0.76
BreakHis,External_benchmarking_cohort,Hibou,Hibou,pathology,Pathology,Vit-B,0.88,0.84,0.81,0.88,BRCA,Patch,multi-class,breast,0.85
BreakHis,External_benchmarking_cohort,BiomedCLIP,BiomedCLIP,pathology_language,Pathology,Vit-B,0.73,0.7,0.68,0.73,BRCA,Patch,multi-class,breast,0.71
BreakHis,External_benchmarking_cohort,CONCH,CONCH,pathology_language,Pathology,Vit-B,0.65,0.65,0.65,0.65,BRCA,Patch,multi-class,breast,0.65
blca_hist_subtype,TCGA,Clip-B16,Clip-B16,vision_language,Natural Images,Vit-B,0.59,0.64,0.74,0.59,BLCA,Slide,multi-class,bladder,0.64
blca_hist_subtype,TCGA,Phikon-v2,Phikon-v2,pathology,Pathology,Vit-L,0.55,0.55,0.62,0.55,BLCA,Slide,multi-class,bladder,0.57
blca_hist_subtype,TCGA,Blip-B16-14M,Blip-B16-14M,vision_language,Natural Images,Vit-B,0.42,0.42,0.46,0.42,BLCA,Slide,multi-class,bladder,0.43
blca_hist_subtype,TCGA,H-optimus-0,H-optimus-0,pathology,Pathology,Vit-L,0.61,0.61,0.66,0.61,BLCA,Slide,multi-class,bladder,0.62
blca_hist_subtype,TCGA,GPFM,GPFM,pathology,Pathology,Vit-L,0.45,0.46,0.52,0.45,BLCA,Slide,multi-class,bladder,0.47
blca_hist_subtype,TCGA,Align-base,Align-base,vision_language,Natural Images,Vit-B,0.48,0.47,0.52,0.48,BLCA,Slide,multi-class,bladder,0.49
blca_hist_subtype,TCGA,cTranspath,cTranspath,pathology,Pathology,Vit-S,0.55,0.55,0.63,0.55,BLCA,Slide,multi-class,bladder,0.57
blca_hist_subtype,TCGA,beit3-L16,beit3-L16,vision_language,Natural Images,Vit-L,0.45,0.45,0.49,0.45,BLCA,Slide,multi-class,bladder,0.46
blca_hist_subtype,TCGA,QuiltNet-B-16,QuiltNet-B-16,pathology_language,Natural Images,Vit-B,0.64,0.64,0.7,0.64,BLCA,Slide,multi-class,bladder,0.66
blca_hist_subtype,TCGA,BEPH,BEPH,pathology,Pathology,Vit-B,0.44,0.43,0.47,0.44,BLCA,Slide,multi-class,bladder,0.44
blca_hist_subtype,TCGA,PLIP,PLIP,pathology_language,Pathology,Vit-B,0.52,0.52,0.59,0.52,BLCA,Slide,multi-class,bladder,0.54
blca_hist_subtype,TCGA,Virchow2,Virchow2,pathology,Pathology,Vit-L,0.62,0.66,0.76,0.62,BLCA,Slide,multi-class,bladder,0.66
blca_hist_subtype,TCGA,Virchow,Virchow,pathology,Pathology,Vit-L,0.59,0.61,0.68,0.59,BLCA,Slide,multi-class,bladder,0.62
blca_hist_subtype,TCGA,Prov-GigaPath,Prov-GigaPath,pathology,Pathology,Vit-L,0.62,0.64,0.7,0.62,BLCA,Slide,multi-class,bladder,0.64
blca_hist_subtype,TCGA,mizero_pubmedbert,mizero pubmedbert,pathology_language,Pathology,Vit-S,0.44,0.45,0.52,0.44,BLCA,Slide,multi-class,bladder,0.46
blca_hist_subtype,TCGA,mizero_bioclinicalbert,mizero bioclinicalbert,pathology_language,Pathology,Vit-S,0.47,0.45,0.48,0.47,BLCA,Slide,multi-class,bladder,0.47
blca_hist_subtype,TCGA,TITAN,TITAN,pathology_language,Pathology,Vit-B,0.59,0.6,0.68,0.59,BLCA,Slide,multi-class,bladder,0.62
blca_hist_subtype,TCGA,UNI,UNI,pathology,Pathology,Vit-L,0.66,0.66,0.71,0.66,BLCA,Slide,multi-class,bladder,0.67
blca_hist_subtype,TCGA,UNI2,UNI2,pathology,Pathology,Vit-L,0.66,0.68,0.75,0.66,BLCA,Slide,multi-class,bladder,0.69
blca_hist_subtype,TCGA,DINOv2,Dinov2,vision,Natural Images,Vit-L,0.56,0.56,0.56,0.56,BLCA,Slide,multi-class,bladder,0.56
blca_hist_subtype,TCGA,Hibou,Hibou,pathology,Pathology,Vit-B,0.66,0.65,0.68,0.66,BLCA,Slide,multi-class,bladder,0.66
blca_hist_subtype,TCGA,BiomedCLIP,BiomedCLIP,pathology_language,Pathology,Vit-B,0.67,0.68,0.75,0.67,BLCA,Slide,multi-class,bladder,0.69
blca_hist_subtype,TCGA,CONCH,CONCH,pathology_language,Pathology,Vit-B,0.5,0.58,0.75,0.5,BLCA,Slide,multi-class,bladder,0.58
MTOR,CPTAC,Clip-B16,Clip-B16,vision_language,Natural Images,Vit-B,0.6,0.6,0.6,0.6,Pan-cancer,Slide,binary,pan-cancer,0.6
MTOR,CPTAC,Phikon-v2,Phikon-v2,pathology,Pathology,Vit-L,0.66,0.66,0.66,0.66,Pan-cancer,Slide,binary,pan-cancer,0.66
MTOR,CPTAC,Blip-B16-14M,Blip-B16-14M,vision_language,Natural Images,Vit-B,0.57,0.57,0.57,0.57,Pan-cancer,Slide,binary,pan-cancer,0.57
MTOR,CPTAC,H-optimus-0,H-optimus-0,pathology,Pathology,Vit-L,0.7,0.7,0.7,0.7,Pan-cancer,Slide,binary,pan-cancer,0.7
MTOR,CPTAC,GPFM,GPFM,pathology,Pathology,Vit-L,0.57,0.57,0.57,0.57,Pan-cancer,Slide,binary,pan-cancer,0.57
MTOR,CPTAC,Align-base,Align-base,vision_language,Natural Images,Vit-B,0.55,0.55,0.55,0.55,Pan-cancer,Slide,binary,pan-cancer,0.55
MTOR,CPTAC,cTranspath,cTranspath,pathology,Pathology,Vit-S,0.55,0.55,0.55,0.55,Pan-cancer,Slide,binary,pan-cancer,0.55
MTOR,CPTAC,beit3-L16,beit3-L16,vision_language,Natural Images,Vit-L,0.54,0.54,0.54,0.54,Pan-cancer,Slide,binary,pan-cancer,0.54
MTOR,CPTAC,QuiltNet-B-16,QuiltNet-B-16,pathology_language,Natural Images,Vit-B,0.61,0.61,0.61,0.61,Pan-cancer,Slide,binary,pan-cancer,0.61
MTOR,CPTAC,BEPH,BEPH,pathology,Pathology,Vit-B,0.58,0.58,0.58,0.58,Pan-cancer,Slide,binary,pan-cancer,0.58
MTOR,CPTAC,PLIP,PLIP,pathology_language,Pathology,Vit-B,0.63,0.63,0.63,0.63,Pan-cancer,Slide,binary,pan-cancer,0.63
MTOR,CPTAC,Virchow2,Virchow2,pathology,Pathology,Vit-L,0.7,0.7,0.7,0.7,Pan-cancer,Slide,binary,pan-cancer,0.7
MTOR,CPTAC,Virchow,Virchow,pathology,Pathology,Vit-L,0.68,0.68,0.68,0.68,Pan-cancer,Slide,binary,pan-cancer,0.68
MTOR,CPTAC,Prov-GigaPath,Prov-GigaPath,pathology,Pathology,Vit-L,0.73,0.73,0.73,0.73,Pan-cancer,Slide,binary,pan-cancer,0.73
MTOR,CPTAC,mizero_pubmedbert,mizero pubmedbert,pathology_language,Pathology,Vit-S,0.52,0.52,0.52,0.52,Pan-cancer,Slide,binary,pan-cancer,0.52
MTOR,CPTAC,mizero_bioclinicalbert,mizero bioclinicalbert,pathology_language,Pathology,Vit-S,0.54,0.54,0.54,0.54,Pan-cancer,Slide,binary,pan-cancer,0.54
MTOR,CPTAC,TITAN,TITAN,pathology_language,Pathology,Vit-B,0.65,0.65,0.65,0.65,Pan-cancer,Slide,binary,pan-cancer,0.65
MTOR,CPTAC,UNI,UNI,pathology,Pathology,Vit-L,0.71,0.71,0.71,0.71,Pan-cancer,Slide,binary,pan-cancer,0.71
MTOR,CPTAC,UNI2,UNI2,pathology,Pathology,Vit-L,0.69,0.69,0.69,0.69,Pan-cancer,Slide,binary,pan-cancer,0.69
MTOR,CPTAC,DINOv2,Dinov2,vision,Natural Images,Vit-L,0.68,0.68,0.68,0.68,Pan-cancer,Slide,binary,pan-cancer,0.68
MTOR,CPTAC,Hibou,Hibou,pathology,Pathology,Vit-B,0.69,0.68,0.71,0.69,Pan-cancer,Slide,binary,pan-cancer,0.69
MTOR,CPTAC,BiomedCLIP,BiomedCLIP,pathology_language,Pathology,Vit-B,0.6,0.6,0.6,0.6,Pan-cancer,Slide,binary,pan-cancer,0.6
MTOR,CPTAC,CONCH,CONCH,pathology_language,Pathology,Vit-B,0.65,0.65,0.65,0.65,Pan-cancer,Slide,binary,pan-cancer,0.65
PAM50status,TCGA,Clip-B16,Clip-B16,vision_language,Natural Images,Vit-B,0.42,0.44,0.48,0.42,BRCA,Slide,binary,breast,0.44
PAM50status,TCGA,Phikon-v2,Phikon-v2,pathology,Pathology,Vit-L,0.49,0.49,0.52,0.49,BRCA,Slide,binary,breast,0.5
PAM50status,TCGA,Blip-B16-14M,Blip-B16-14M,vision_language,Natural Images,Vit-B,0.33,0.34,0.38,0.33,BRCA,Slide,binary,breast,0.34
PAM50status,TCGA,H-optimus-0,H-optimus-0,pathology,Pathology,Vit-L,0.6,0.6,0.61,0.6,BRCA,Slide,binary,breast,0.6
PAM50status,TCGA,GPFM,GPFM,pathology,Pathology,Vit-L,0.22,0.27,0.37,0.22,BRCA,Slide,binary,breast,0.27
PAM50status,TCGA,Align-base,Align-base,vision_language,Natural Images,Vit-B,0.29,0.31,0.37,0.29,BRCA,Slide,binary,breast,0.32
PAM50status,TCGA,cTranspath,cTranspath,pathology,Pathology,Vit-S,0.24,0.27,0.34,0.24,BRCA,Slide,binary,breast,0.27
PAM50status,TCGA,beit3-L16,beit3-L16,vision_language,Natural Images,Vit-L,0.26,0.29,0.37,0.26,BRCA,Slide,binary,breast,0.3
PAM50status,TCGA,QuiltNet-B-16,QuiltNet-B-16,pathology_language,Natural Images,Vit-B,0.37,0.37,0.4,0.37,BRCA,Slide,binary,breast,0.38
PAM50status,TCGA,BEPH,BEPH,pathology,Pathology,Vit-B,0.26,0.28,0.35,0.26,BRCA,Slide,binary,breast,0.29
PAM50status,TCGA,PLIP,PLIP,pathology_language,Pathology,Vit-B,0.38,0.4,0.45,0.38,BRCA,Slide,binary,breast,0.4
PAM50status,TCGA,Virchow2,Virchow2,pathology,Pathology,Vit-L,0.59,0.6,0.63,0.59,BRCA,Slide,binary,breast,0.6
PAM50status,TCGA,Virchow,Virchow,pathology,Pathology,Vit-L,0.55,0.56,0.6,0.55,BRCA,Slide,binary,breast,0.56
PAM50status,TCGA,Prov-GigaPath,Prov-GigaPath,pathology,Pathology,Vit-L,0.59,0.59,0.62,0.59,BRCA,Slide,binary,breast,0.6
PAM50status,TCGA,mizero_pubmedbert,mizero pubmedbert,pathology_language,Pathology,Vit-S,0.21,0.24,0.29,0.21,BRCA,Slide,binary,breast,0.24
PAM50status,TCGA,mizero_bioclinicalbert,mizero bioclinicalbert,pathology_language,Pathology,Vit-S,0.28,0.3,0.36,0.28,BRCA,Slide,binary,breast,0.31
PAM50status,TCGA,TITAN,TITAN,pathology_language,Pathology,Vit-B,0.54,0.53,0.54,0.54,BRCA,Slide,binary,breast,0.54
PAM50status,TCGA,UNI,UNI,pathology,Pathology,Vit-L,0.6,0.6,0.62,0.6,BRCA,Slide,binary,breast,0.6
PAM50status,TCGA,UNI2,UNI2,pathology,Pathology,Vit-L,0.6,0.6,0.63,0.6,BRCA,Slide,binary,breast,0.61
PAM50status,TCGA,DINOv2,Dinov2,vision,Natural Images,Vit-L,0.41,0.41,0.41,0.41,BRCA,Slide,binary,breast,0.41
PAM50status,TCGA,Hibou,Hibou,pathology,Pathology,Vit-B,0.58,0.59,0.62,0.58,BRCA,Slide,binary,breast,0.59
PAM50status,TCGA,BiomedCLIP,BiomedCLIP,pathology_language,Pathology,Vit-B,0.41,0.42,0.46,0.41,BRCA,Slide,binary,breast,0.42
PAM50status,TCGA,CONCH,CONCH,pathology_language,Pathology,Vit-B,0.37,0.39,0.46,0.37,BRCA,Slide,binary,breast,0.4
SICAPv2,External_benchmarking_cohort,Clip-B16,Clip-B16,vision_language,Natural Images,Vit-B,0.58,0.51,0.47,0.58,PRAD,Patch,multi-class,prostate,0.53
SICAPv2,External_benchmarking_cohort,Phikon-v2,Phikon-v2,pathology,Pathology,Vit-L,0.68,0.62,0.59,0.68,PRAD,Patch,multi-class,prostate,0.64
SICAPv2,External_benchmarking_cohort,Blip-B16-14M,Blip-B16-14M,vision_language,Natural Images,Vit-B,0.48,0.42,0.39,0.48,PRAD,Patch,multi-class,prostate,0.44
SICAPv2,External_benchmarking_cohort,H-optimus-0,H-optimus-0,pathology,Pathology,Vit-L,0.78,0.71,0.67,0.78,PRAD,Patch,multi-class,prostate,0.74
SICAPv2,External_benchmarking_cohort,GPFM,GPFM,pathology,Pathology,Vit-L,0.52,0.47,0.45,0.52,PRAD,Patch,multi-class,prostate,0.49
SICAPv2,External_benchmarking_cohort,Align-base,Align-base,vision_language,Natural Images,Vit-B,0.32,0.18,0.13,0.32,PRAD,Patch,multi-class,prostate,0.24
SICAPv2,External_benchmarking_cohort,cTranspath,cTranspath,pathology,Pathology,Vit-S,0.45,0.39,0.36,0.45,PRAD,Patch,multi-class,prostate,0.41
SICAPv2,External_benchmarking_cohort,beit3-L16,beit3-L16,vision_language,Natural Images,Vit-L,0.5,0.45,0.41,0.5,PRAD,Patch,multi-class,prostate,0.46
SICAPv2,External_benchmarking_cohort,QuiltNet-B-16,QuiltNet-B-16,pathology_language,Natural Images,Vit-B,0.65,0.57,0.52,0.65,PRAD,Patch,multi-class,prostate,0.6
SICAPv2,External_benchmarking_cohort,BEPH,BEPH,pathology,Pathology,Vit-B,0.48,0.42,0.38,0.48,PRAD,Patch,multi-class,prostate,0.44
SICAPv2,External_benchmarking_cohort,PLIP,PLIP,pathology_language,Pathology,Vit-B,0.68,0.6,0.56,0.68,PRAD,Patch,multi-class,prostate,0.63
SICAPv2,External_benchmarking_cohort,Virchow2,Virchow2,pathology,Pathology,Vit-L,0.82,0.76,0.72,0.82,PRAD,Patch,multi-class,prostate,0.78
SICAPv2,External_benchmarking_cohort,Virchow,Virchow,pathology,Pathology,Vit-L,0.76,0.69,0.64,0.76,PRAD,Patch,multi-class,prostate,0.71
SICAPv2,External_benchmarking_cohort,Prov-GigaPath,Prov-GigaPath,pathology,Pathology,Vit-L,0.78,0.71,0.67,0.78,PRAD,Patch,multi-class,prostate,0.74
SICAPv2,External_benchmarking_cohort,mizero_pubmedbert,mizero pubmedbert,pathology_language,Pathology,Vit-S,0.45,0.38,0.34,0.45,PRAD,Patch,multi-class,prostate,0.4
SICAPv2,External_benchmarking_cohort,mizero_bioclinicalbert,mizero bioclinicalbert,pathology_language,Pathology,Vit-S,0.45,0.38,0.35,0.45,PRAD,Patch,multi-class,prostate,0.41
SICAPv2,External_benchmarking_cohort,TITAN,TITAN,pathology_language,Pathology,Vit-B,0.78,0.7,0.65,0.78,PRAD,Patch,multi-class,prostate,0.73
SICAPv2,External_benchmarking_cohort,UNI,UNI,pathology,Pathology,Vit-L,0.77,0.7,0.65,0.77,PRAD,Patch,multi-class,prostate,0.72
SICAPv2,External_benchmarking_cohort,UNI2,UNI2,pathology,Pathology,Vit-L,0.83,0.77,0.73,0.83,PRAD,Patch,multi-class,prostate,0.79
SICAPv2,External_benchmarking_cohort,DINOv2,Dinov2,vision,Natural Images,Vit-L,0.63,0.52,0.46,0.63,PRAD,Patch,multi-class,prostate,0.56
SICAPv2,External_benchmarking_cohort,Hibou,Hibou,pathology,Pathology,Vit-B,0.79,0.72,0.67,0.79,PRAD,Patch,multi-class,prostate,0.74
SICAPv2,External_benchmarking_cohort,BiomedCLIP,BiomedCLIP,pathology_language,Pathology,Vit-B,0.58,0.51,0.47,0.58,PRAD,Patch,multi-class,prostate,0.53
SICAPv2,External_benchmarking_cohort,CONCH,CONCH,pathology_language,Pathology,Vit-B,0.64,0.61,0.58,0.64,PRAD,Patch,multi-class,prostate,0.62
MYC,TCGA,Clip-B16,Clip-B16,vision_language,Natural Images,Vit-B,0.55,0.56,0.63,0.55,Pan-cancer,Slide,binary,pan-cancer,0.57
MYC,TCGA,Phikon-v2,Phikon-v2,pathology,Pathology,Vit-L,0.62,0.63,0.69,0.62,Pan-cancer,Slide,binary,pan-cancer,0.64
MYC,TCGA,Blip-B16-14M,Blip-B16-14M,vision_language,Natural Images,Vit-B,0.52,0.53,0.6,0.52,Pan-cancer,Slide,binary,pan-cancer,0.54
MYC,TCGA,H-optimus-0,H-optimus-0,pathology,Pathology,Vit-L,0.62,0.61,0.67,0.62,Pan-cancer,Slide,binary,pan-cancer,0.63
MYC,TCGA,GPFM,GPFM,pathology,Pathology,Vit-L,0.55,0.56,0.63,0.55,Pan-cancer,Slide,binary,pan-cancer,0.57
MYC,TCGA,Align-base,Align-base,vision_language,Natural Images,Vit-B,0.47,0.47,0.54,0.47,Pan-cancer,Slide,binary,pan-cancer,0.49
MYC,TCGA,cTranspath,cTranspath,pathology,Pathology,Vit-S,0.51,0.52,0.6,0.51,Pan-cancer,Slide,binary,pan-cancer,0.53
MYC,TCGA,beit3-L16,beit3-L16,vision_language,Natural Images,Vit-L,0.54,0.54,0.62,0.54,Pan-cancer,Slide,binary,pan-cancer,0.56
MYC,TCGA,QuiltNet-B-16,QuiltNet-B-16,pathology_language,Natural Images,Vit-B,0.54,0.55,0.63,0.54,Pan-cancer,Slide,binary,pan-cancer,0.57
MYC,TCGA,BEPH,BEPH,pathology,Pathology,Vit-B,0.54,0.55,0.63,0.54,Pan-cancer,Slide,binary,pan-cancer,0.57
MYC,TCGA,PLIP,PLIP,pathology_language,Pathology,Vit-B,0.58,0.59,0.66,0.58,Pan-cancer,Slide,binary,pan-cancer,0.6
MYC,TCGA,Virchow2,Virchow2,pathology,Pathology,Vit-L,0.61,0.61,0.68,0.61,Pan-cancer,Slide,binary,pan-cancer,0.63
MYC,TCGA,Virchow,Virchow,pathology,Pathology,Vit-L,0.63,0.63,0.68,0.63,Pan-cancer,Slide,binary,pan-cancer,0.64
MYC,TCGA,Prov-GigaPath,Prov-GigaPath,pathology,Pathology,Vit-L,0.61,0.6,0.66,0.61,Pan-cancer,Slide,binary,pan-cancer,0.62
MYC,TCGA,mizero_pubmedbert,mizero pubmedbert,pathology_language,Pathology,Vit-S,0.51,0.52,0.61,0.51,Pan-cancer,Slide,binary,pan-cancer,0.54
MYC,TCGA,mizero_bioclinicalbert,mizero bioclinicalbert,pathology_language,Pathology,Vit-S,0.51,0.52,0.61,0.51,Pan-cancer,Slide,binary,pan-cancer,0.54
MYC,TCGA,TITAN,TITAN,pathology_language,Pathology,Vit-B,0.6,0.6,0.67,0.6,Pan-cancer,Slide,binary,pan-cancer,0.62
MYC,TCGA,UNI,UNI,pathology,Pathology,Vit-L,0.61,0.61,0.68,0.61,Pan-cancer,Slide,binary,pan-cancer,0.63
MYC,TCGA,UNI2,UNI2,pathology,Pathology,Vit-L,0.63,0.63,0.69,0.63,Pan-cancer,Slide,binary,pan-cancer,0.64
MYC,TCGA,DINOv2,Dinov2,vision,Natural Images,Vit-L,0.62,0.61,0.61,0.61,Pan-cancer,Slide,binary,pan-cancer,0.61
MYC,TCGA,Hibou,Hibou,pathology,Pathology,Vit-B,0.6,0.6,0.65,0.6,Pan-cancer,Slide,binary,pan-cancer,0.61
MYC,TCGA,BiomedCLIP,BiomedCLIP,pathology_language,Pathology,Vit-B,0.55,0.56,0.63,0.55,Pan-cancer,Slide,binary,pan-cancer,0.57
MYC,TCGA,CONCH,CONCH,pathology_language,Pathology,Vit-B,0.56,0.6,0.72,0.56,Pan-cancer,Slide,binary,pan-cancer,0.61
mRNAstatus,TCGA,Clip-B16,Clip-B16,vision_language,Natural Images,Vit-B,0.45,0.45,0.49,0.45,PRAD,Slide,binary,prostate,0.46
mRNAstatus,TCGA,Phikon-v2,Phikon-v2,pathology,Pathology,Vit-L,0.56,0.54,0.57,0.56,PRAD,Slide,binary,prostate,0.56
mRNAstatus,TCGA,Blip-B16-14M,Blip-B16-14M,vision_language,Natural Images,Vit-B,0.41,0.41,0.45,0.41,PRAD,Slide,binary,prostate,0.42
mRNAstatus,TCGA,H-optimus-0,H-optimus-0,pathology,Pathology,Vit-L,0.64,0.63,0.65,0.64,PRAD,Slide,binary,prostate,0.64
mRNAstatus,TCGA,GPFM,GPFM,pathology,Pathology,Vit-L,0.44,0.44,0.48,0.44,PRAD,Slide,binary,prostate,0.45
mRNAstatus,TCGA,Align-base,Align-base,vision_language,Natural Images,Vit-B,0.31,0.32,0.36,0.31,PRAD,Slide,binary,prostate,0.32
mRNAstatus,TCGA,cTranspath,cTranspath,pathology,Pathology,Vit-S,0.4,0.39,0.43,0.4,PRAD,Slide,binary,prostate,0.4
mRNAstatus,TCGA,beit3-L16,beit3-L16,vision_language,Natural Images,Vit-L,0.44,0.44,0.47,0.44,PRAD,Slide,binary,prostate,0.45
mRNAstatus,TCGA,QuiltNet-B-16,QuiltNet-B-16,pathology_language,Natural Images,Vit-B,0.5,0.49,0.53,0.5,PRAD,Slide,binary,prostate,0.5
mRNAstatus,TCGA,BEPH,BEPH,pathology,Pathology,Vit-B,0.4,0.4,0.44,0.4,PRAD,Slide,binary,prostate,0.41
mRNAstatus,TCGA,PLIP,PLIP,pathology_language,Pathology,Vit-B,0.47,0.46,0.5,0.47,PRAD,Slide,binary,prostate,0.48
mRNAstatus,TCGA,Virchow2,Virchow2,pathology,Pathology,Vit-L,0.67,0.66,0.69,0.67,PRAD,Slide,binary,prostate,0.67
mRNAstatus,TCGA,Virchow,Virchow,pathology,Pathology,Vit-L,0.61,0.61,0.64,0.61,PRAD,Slide,binary,prostate,0.62
